,SK_ID,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
45,100139,0,0,0.8164,0.027999999999999997,0,1,0.0744,0,0,261000€
46,100143,0,0,,,0,0,,0,0,270000€
47,100148,0,0,,,0,0,,0,0,675000€
48,100153,0,0,,,0,0,,0,0,967500€
49,100156,0,0,0.5648,0.0044,0,0,0.0205,0,0,945000€
50,100157,0,0,,,0,0,,0,0,1755000€
51,100159,0,1,,,0,0,,0,0,1354500€
52,100161,0,0,,,1,0,,0,0,306000€
53,100167,0,1,,,1,0,,0,0,427500€
54,100175,0,0,,,0,0,,0,0,1080000€
55,100176,0,1,0.9456,0.018000000000000002,0,0,0.0564,0,0,900000€
56,100178,0,1,,,0,0,,0,0,679500€
57,100182,0,0,0.6532,0.0086,0,0,0.0547,0,0,135000€
58,100186,0,1,,,0,0,,0,0,225000€
59,100188,0,0,,,1,0,,0,0,1125000€
60,100192,0,0,,,1,0,,0,0,225000€
61,100194,0,1,0.6464,0.008,0,0,0.0624,0,0,315000€
62,100197,0,0,,,0,0,,0,0,450000€
63,100198,0,0,0.7008,0.0078,0,0,0.0599,0,0,531000€
64,100200,0,1,,,0,0,,0,0,450000€
65,100205,0,0,0.8028,0.2698,0,0,0.1154,0,0,675000€
66,100206,0,1,,,1,0,,0,0,252000€
67,100208,0,0,0.8436,0.0099,0,0,0.0291,0,0,675000€
68,100209,0,0,,,0,0,,0,0,540000€
69,100210,0,0,,,0,0,,0,0,666000€
70,100211,0,0,,,0,1,,0,0,675000€
71,100214,0,1,,,0,0,,0,0,360000€
72,100215,0,1,0.5784,0.0408,0,0,0.0214,0,0,180000€
73,100217,0,0,,,0,0,,0,0,225000€
74,100218,0,0,,,0,0,,0,0,765000€
75,100226,0,0,0.9252,0.0034,0,0,0.1,0,0,270000€
76,100228,0,1,0.7348,,0,0,0.0479,0,0,1102500€
77,100229,0,0,,,0,0,,0,0,454500€
78,100234,0,0,,,0,0,,0,0,180000€
79,100238,0,0,,,1,0,,0,0,675000€
80,100240,0,1,0.8232,0.0681,0,0,0.13,0,0,477000€
81,100242,0,0,,,0,0,,0,0,90000€
82,100246,0,0,0.762,0.015,0,0,0.0462,0,0,427500€
83,100247,0,1,,,1,0,,0,0,306000€
84,100254,0,1,0.8708,0.0137,0,0,,0,0,900000€
85,100258,0,0,0.6328,0.1041,0,0,0.0941,0,0,81000€
86,100260,0,0,0.83,0.0575,1,0,0.0513,0,0,180000€
87,100261,0,0,,,1,0,,0,0,522000€
88,100262,0,1,,,0,1,,0,0,1575000€
89,100267,0,1,,,0,0,,0,0,675000€
90,100272,0,1,0.7824,0.0308,0,0,0.0778,0,0,180000€
91,100274,0,1,,,0,0,,0,0,1305000€
92,100276,0,0,0.6532,0.0496,0,0,0.0684,0,0,450000€
93,100282,0,0,,,0,0,,0,0,135000€
94,100285,0,0,,,0,1,,0,0,180000€
95,100286,0,0,,,0,0,,0,0,238500€
96,100288,0,0,0.7552,0.0334,1,0,0.0504,0,0,450000€
97,100290,0,0,,,0,0,,0,0,198000€
98,100293,0,0,,,0,0,,0,0,1201500€
99,100296,0,0,0.8368,0.0374,0,0,0.1368,0,0,202500€
100,100301,0,0,0.8232,0.0632,0,0,0.0,0,0,454500€
101,100305,0,0,0.626,0.034,0,0,0.0154,0,0,180000€
102,100308,0,0,,,0,0,,0,0,180000€
103,100314,0,1,,,1,0,,0,0,225000€
104,100320,0,0,,,1,0,,0,0,463500€
105,100321,0,0,,,1,0,,0,0,450000€
106,100326,0,1,,,0,0,,0,0,225000€
107,100335,0,1,,,0,0,,0,0,675000€
108,100337,0,0,0.6940000000000001,0.0258,0,0,0.0599,0,0,450000€
109,100339,0,0,0.6328,0.0052,0,0,0.0513,0,0,495000€
110,100343,0,1,0.8232,0.0706,0,0,0.2446,0,0,90000€
111,100347,0,0,,,0,0,,0,0,450000€
112,100350,0,1,,,0,0,,0,0,454500€
113,100353,0,0,0.7484,0.0169,0,0,0.1026,0,0,463500€
114,100357,0,0,,,1,0,,0,0,180000€
115,100359,0,0,0.7552,0.006999999999999999,1,0,0.0599,0,0,148500€
116,100361,0,0,0.8572,0.0178,0,0,0.0564,0,0,1800000€
117,100369,0,0,0.9932,0.0683,0,0,0.3348,0,0,472500€
118,100371,0,1,0.9252,0.0,0,0,0.3792,0,0,675000€
119,100374,0,0,,,1,0,,0,0,1143000€
120,100376,0,0,0.7688,0.1488,0,0,0.3651,0,0,225000€
121,100378,0,0,,,0,0,,0,0,675000€
122,100383,0,0,,,1,0,,0,0,450000€
123,100387,0,0,,,0,0,,0,0,1008000€
124,100388,0,0,0.8028,0.0461,0,0,0.077,0,0,463500€
125,100390,0,0,,,0,0,,0,0,463500€
126,100392,0,0,,,0,0,,0,0,180000€
127,100394,0,0,,,0,0,,0,0,157500€
128,100395,0,0,0.6328,0.0,0,0,0.0616,0,0,675000€
129,100396,0,0,,,0,0,,0,0,360000€
130,100397,0,1,0.8164,0.0074,0,0,0.0385,0,0,1237500€
131,100405,0,1,,,1,0,,0,0,450000€
132,100407,0,1,,,0,0,0.0855,0,0,450000€
133,100408,0,1,,,1,0,,0,0,454500€
134,100413,0,0,,,0,0,,0,0,90000€
135,100417,0,0,,,1,0,,0,0,675000€
136,100420,0,0,0.8028,,0,0,0.1838,0,0,81000€
137,100425,0,0,0.4628,0.0008,0,0,0.0068,0,0,688500€
138,100431,0,1,0.7688,0.0116,0,0,0.0847,0,0,1350000€
139,100436,0,0,0.6396,0.0064,0,0,0.0513,0,0,405000€
140,100443,0,0,,,0,0,,0,0,346500€
141,100449,0,0,0.7144,0.013999999999999999,0,0,0.1351,0,0,675000€
142,100457,0,1,0.8368,0.0712,0,1,0.0923,0,0,270000€
143,100461,0,0,,,0,0,,0,0,238500€
144,100463,0,1,,,0,0,,0,0,238500€
145,100464,0,0,0.7144,0.0218,0,0,0.0308,0,0,247500€
146,100465,0,1,0.4492,0.0279,0,0,0.0265,0,0,450000€
147,100469,0,0,0.4628,0.0041,0,0,0.0718,0,0,1350000€
148,100472,0,1,0.7144,0.0243,0,0,0.0513,0,0,450000€
149,100474,0,0,,,0,0,,0,0,900000€
150,100475,0,0,,,0,0,,0,0,495000€
151,100480,0,0,,,1,0,,0,0,450000€
152,100481,0,1,,,0,1,,0,0,540000€
153,100482,0,0,,,1,0,,0,0,445500€
154,100485,0,1,,,0,0,,0,0,810000€
155,100488,0,0,,,0,0,,0,0,315000€
156,100495,0,0,,,0,0,,0,0,832500€
157,100497,0,1,0.7552,0.0051,0,0,0.0154,0,0,180000€
158,100501,0,0,,,0,0,,0,0,1125000€
159,100506,0,0,,,1,0,,0,0,243000€
160,100519,0,1,0.6532,0.0065,0,0,0.053,0,0,540000€
161,100521,0,0,,,0,0,,0,0,225000€
162,100522,0,0,0.8504,0.0794,0,0,0.0787,0,0,261000€
163,100524,0,0,0.8436,0.0069,0,0,0.0915,0,0,225000€
164,100525,0,0,0.7348,0.0156,0,0,0.1223,0,0,180000€
165,100526,0,1,,,0,0,,0,0,90000€
166,100530,0,0,,,1,0,,0,0,688500€
167,100532,0,0,,,1,0,,0,0,229500€
168,100534,0,0,,,0,0,,0,0,256500€
169,100537,0,0,,,0,0,,0,0,936000€
170,100538,0,0,,,1,0,,0,0,450000€
171,100539,0,1,0.626,,0,0,0.0274,0,0,225000€
172,100544,0,0,0.8232,0.1627,0,1,0.0915,0,0,252000€
173,100546,0,0,,,0,0,,0,0,454500€
174,100554,0,0,0.9116,,0,0,,0,0,1125000€
175,100555,0,0,,,0,1,,0,0,337500€
176,100558,0,1,,,0,0,,0,0,270000€
177,100563,0,1,,,0,0,,0,0,1053000€
178,100570,0,0,0.83,0.0314,0,0,0.1231,0,0,1395000€
179,100571,0,0,,,0,0,,0,0,904500€
180,100574,0,0,,,0,0,,0,0,1125000€
181,100581,0,0,0.7076,0.0862,0,0,0.1231,0,0,675000€
182,100586,0,0,,,0,0,,0,0,391500€
183,100590,0,0,0.9864,,0,0,0.0684,0,0,454500€
184,100595,0,0,,,0,0,,0,0,450000€
185,100598,0,1,,,0,1,,0,0,1125000€
186,100601,0,0,,,1,0,,0,0,225000€
187,100606,0,0,,,0,0,,0,0,495000€
188,100609,0,1,,,0,1,,0,0,243000€
189,100610,0,0,0.9252,0.0,1,0,0.0992,0,0,900000€
190,100611,0,0,,,0,0,,0,0,225000€
191,100612,0,0,0.7552,0.0145,0,0,0.0333,0,0,1125000€
192,100616,0,0,0.7959999999999999,0.0736,0,0,0.1095,0,0,180000€
193,100619,0,1,,,0,0,,0,0,315000€
194,100621,0,0,0.7076,,0,0,,0,0,1125000€
195,100628,0,1,,0.0681,0,0,0.1095,0,0,225000€
196,100633,0,0,,,0,0,,0,0,315000€
197,100635,0,0,0.7144,0.0,0,0,0.047,0,0,238500€
198,100640,0,0,0.9864,0.0012,0,0,0.11800000000000001,0,0,283500€
199,100642,0,1,0.762,0.0,0,0,0.0641,0,0,1350000€
200,100646,0,0,,,1,0,,0,0,450000€
201,100649,0,0,0.7008,0.0119,0,0,0.0881,0,0,225000€
202,100650,0,1,,,0,0,,0,0,675000€
203,100652,0,0,,,0,0,,0,0,922500€
204,100658,0,0,0.6736,0.0069,0,0,0.0667,0,0,180000€
205,100661,0,1,,,1,0,,0,0,675000€
206,100671,0,0,,,0,0,,0,0,900000€
207,100680,0,0,,,0,1,,0,0,225000€
208,100681,0,1,,,0,0,,0,0,454500€
209,100690,0,0,,,0,1,,0,0,175500€
210,100691,0,1,0.6940000000000001,0.0078,0,0,0.059000000000000004,0,0,585000€
211,100692,0,1,,,0,0,,0,0,90000€
212,100693,0,0,,,0,0,,0,0,675000€
213,100695,0,0,,,0,0,,0,0,1219500€
214,100696,0,0,,,1,0,,0,0,675000€
215,100697,0,1,0.898,0.0543,0,0,0.1505,0,0,409500€
216,100700,0,0,,,1,0,,0,0,454500€
217,100708,0,0,,,0,1,,0,0,675000€
218,100709,0,1,,,0,1,,0,0,225000€
219,100710,0,0,,,1,1,,0,0,315000€
220,100712,0,1,0.6804,0.0092,0,0,0.0693,0,0,1575000€
221,100723,0,0,0.728,0.0582,0,0,0.1103,0,0,180000€
222,100724,0,0,0.7552,,0,0,0.18899999999999997,0,0,270000€
223,100728,0,0,0.7416,0.0094,0,0,0.0274,0,0,463500€
224,100732,0,1,,,0,0,,0,0,450000€
225,100733,0,1,,,0,0,,0,0,450000€
226,100741,0,0,,,0,1,,0,0,225000€
227,100743,0,0,,,1,0,,0,0,45000€
228,100748,0,1,,,0,0,,0,0,270000€
229,100749,0,1,,,0,0,,0,0,679500€
230,100750,0,0,0.6804,0.032,0,0,0.1317,0,0,472500€
231,100759,0,0,,,1,0,,0,0,810000€
232,100773,0,1,,,0,0,,0,0,225000€
233,100789,0,0,0.7552,0.0548,0,0,0.0923,0,0,702000€
234,100793,0,1,,,0,0,,0,0,675000€
235,100795,0,0,,,1,0,,0,0,963000€
236,100796,0,0,,,1,0,,0,0,337500€
237,100798,0,0,,,1,0,,0,0,454500€
238,100800,0,0,,,0,0,,0,0,603000€
239,100802,0,0,0.7824,0.0127,0,0,0.1026,0,0,351000€
240,100803,0,0,,,0,0,,0,0,679500€
241,100805,0,0,0.7552,0.0586,0,0,0.1261,0,0,1098000€
242,100806,0,0,,,0,0,,0,0,585000€
243,100807,0,0,,,1,0,,0,0,675000€
244,100810,0,0,0.9184,0.122,0,0,0.2052,0,0,900000€
245,100811,0,1,0.7688,0.2417,0,0,0.3318,0,0,1377000€
246,100815,0,1,,,0,0,,0,0,225000€
247,100816,0,0,,,0,0,,0,0,67500€
248,100819,0,0,,,0,0,,0,0,1327500€
249,100827,0,0,,,0,0,,0,0,225000€
250,100828,0,1,,,0,0,,0,0,450000€
251,100835,0,0,,,0,0,,0,0,247500€
252,100837,0,0,,,0,0,,0,0,540211€
253,100842,0,0,,,0,0,,0,0,972000€
254,100843,0,0,0.7824,0.1026,0,0,0.2463,0,0,900000€
255,100845,0,0,,,0,1,,0,0,328500€
256,100846,0,1,,,0,0,,0,0,675000€
257,100848,0,0,,,0,0,,0,0,459000€
258,100850,0,0,,,0,0,,0,0,585000€
259,100851,0,0,,,0,0,,0,0,180000€
260,100852,0,0,0.8572,0.0108,0,0,0.0641,0,0,1125000€
261,100857,0,0,0.728,0.0143,0,0,0.0983,0,0,144000€
262,100874,0,0,0.9932,0.0658,0,0,0.1197,0,0,540000€
263,100877,0,0,0.7144,0.0014,0,0,0.0137,0,0,189000€
264,100880,0,1,0.8232,0.0471,0,0,0.0718,0,0,135000€
265,100888,0,0,0.8776,0.0176,0,0,0.0988,0,0,900000€
266,100890,0,1,0.8096,0.0335,0,0,0.1813,0,0,495000€
267,100891,0,0,0.9388,0.0873,0,0,0.0795,0,0,180000€
268,100892,0,0,0.7484,0.0,0,0,0.0915,0,0,297000€
269,100894,0,0,,,0,0,,0,0,1260000€
270,100896,0,0,,,1,0,,0,0,900000€
271,100899,0,1,,,0,0,,0,0,225000€
272,100900,0,1,,,1,0,,0,0,94500€
273,100915,0,0,,,1,0,,0,0,225000€
274,100922,0,0,,,0,0,,0,0,238500€
275,100932,0,0,0.7959999999999999,0.0,0,0,0.1171,0,0,675000€
276,100941,0,0,0.7688,0.0014,0,0,0.1214,0,0,454500€
277,100942,0,0,,,0,1,,0,0,382500€
278,100945,0,0,,,0,0,,0,0,1210500€
279,100947,0,1,,,0,1,,0,0,328500€
280,100949,0,0,,,1,0,,0,0,621000€
281,100950,0,1,0.8708,0.0509,0,0,0.1,0,0,225000€
282,100959,0,0,,,0,0,,0,0,225000€
283,100964,0,0,,,0,0,,0,0,270000€
284,100972,0,0,,,0,0,,0,0,990000€
285,100977,0,0,0.5784,,0,0,,0,0,900000€
286,100978,0,1,,,1,0,,0,0,454500€
287,100980,0,0,0.728,0.6849,0,0,0.3138,0,0,81000€
288,100981,0,1,0.7959999999999999,0.0138,0,0,0.0616,0,0,270000€
289,100991,0,0,,,0,0,,0,0,360000€
290,100992,0,1,0.6736,0.0071,0,0,0.0684,0,0,180000€
291,100994,0,0,,,0,0,,0,0,675000€
292,101000,0,0,,,0,0,,0,0,450000€
293,101001,0,0,,,0,1,,0,0,900000€
294,101007,0,0,,,0,0,,0,0,675000€
295,101012,0,0,,,0,0,,0,0,675000€
296,101015,0,0,,,0,0,,0,0,675000€
297,101029,0,1,,,0,0,,0,0,675000€
298,101030,0,0,0.6192,0.0081,0,0,0.0299,0,0,900000€
299,101035,0,0,,,0,0,,0,0,90000€
300,101037,0,0,,,0,0,,0,0,747000€
301,101039,0,0,0.4356,0.0184,0,0,0.047,0,0,900000€
302,101043,0,1,,,0,0,,0,0,67500€
303,101048,0,0,0.7959999999999999,0.0103,0,0,0.0641,0,0,859500€
304,101052,0,0,,,0,0,,0,0,180000€
305,101058,0,0,,,0,0,,0,0,900000€
306,101060,0,1,0.966,0.0921,0,0,0.1744,0,0,1350000€
307,101065,0,1,0.6804,0.0762,0,0,0.0599,0,0,306000€
308,101066,0,0,,,0,0,,0,0,405000€
309,101071,0,0,,,1,0,,0,0,315000€
310,101074,0,0,0.3336,0.0,0,0,,0,0,684000€
311,101078,0,0,0.7756,0.0706,0,0,0.1231,0,0,225000€
312,101081,0,0,0.6464,0.0193,0,0,0.0282,0,0,927000€
313,101086,0,1,,,0,0,,0,0,225000€
314,101091,0,1,,,0,0,,0,0,900000€
315,101110,0,0,0.728,0.0023,0,0,0.0188,0,0,675000€
316,101117,0,1,,,0,0,,0,0,585000€
317,101127,0,0,,,0,1,,0,0,675000€
318,101131,0,0,,,0,1,,0,0,229500€
319,101133,0,0,,,0,0,,0,0,225000€
320,101142,0,0,,,0,0,,0,0,270000€
321,101144,0,0,0.6124,0.0356,0,0,0.0423,0,0,238500€
322,101147,0,0,,,0,0,,0,0,1165500€
323,101151,0,0,,,0,0,,0,0,679500€
324,101152,0,1,0.7348,0.0006,0,0,0.0009,0,0,409500€
325,101154,0,0,,,0,0,,0,0,432000€
326,101155,0,0,0.8368,0.0374,0,0,0.0855,0,0,1125000€
327,101161,0,1,0.7144,0.0234,0,0,0.0975,0,0,1350000€
328,101164,0,0,,,0,0,,0,0,450000€
329,101165,0,1,,,0,0,,0,0,225000€
330,101166,0,0,0.7892,0.1432,0,0,0.4532,0,0,180000€
331,101171,0,1,,,0,0,,0,0,454500€
332,101173,0,0,,,1,0,,0,0,603000€
333,101175,0,1,,,0,0,,0,0,405000€
334,101185,0,0,0.7959999999999999,0.0369,0,0,0.0667,0,0,900000€
335,101196,0,0,0.6872,,0,0,,0,0,549000€
336,101201,0,1,0.6464,0.0015,0,0,0.0103,0,0,180000€
337,101206,0,0,,,0,0,,0,0,180000€
338,101207,0,1,,,0,0,,0,0,450000€
339,101212,0,1,0.7212,0.0392,0,0,0.077,0,0,153000€
340,101215,0,0,0.9796,0.1459,0,0,0.2617,0,0,1467000€
341,101218,0,1,0.7688,0.0346,0,0,0.1086,0,0,675000€
342,101219,0,0,,,1,0,,0,0,360000€
343,101220,0,0,0.8232,,1,1,,0,0,450000€
344,101221,0,0,,,1,0,,0,0,229500€
345,101224,0,0,0.7348,0.0409,0,0,0.183,0,0,675000€
346,101226,0,1,,,0,0,,0,0,729000€
347,101228,0,1,0.6192,0.0012,0,0,0.0077,0,0,900000€
348,101233,0,1,,,0,0,,0,0,225000€
349,101234,0,0,,,1,0,,0,0,454500€
350,101240,0,1,0.898,0.015,0,0,0.0214,0,0,1125000€
351,101250,0,0,,,0,0,,0,0,135000€
352,101257,0,0,,,0,0,,0,0,360000€
353,101263,0,0,,,0,0,,0,0,288000€
354,101265,0,1,0.9456,0.0061,0,0,0.0333,0,0,342000€
355,101273,0,0,,,0,0,,0,0,225000€
356,101275,0,0,,,0,0,,0,0,900000€
357,101283,0,0,,,1,0,,0,0,463500€
358,101284,0,0,,,0,1,,0,0,225000€
359,101288,0,0,0.7484,0.0131,0,0,0.0693,0,0,315000€
360,101306,0,0,0.6940000000000001,0.0105,0,0,0.0684,0,0,450000€
361,101310,0,1,0.626,0.0062,0,0,0.0504,0,0,90000€
362,101321,0,1,,,1,0,,0,0,495000€
363,101325,0,0,,,0,0,,0,0,450000€
364,101333,0,0,0.7959999999999999,0.0024,0,0,0.0154,0,0,328500€
365,101334,0,0,0.8368,,1,0,,0,0,720000€
366,101339,0,1,,,0,0,,0,0,751500€
367,101340,0,0,,,1,1,,0,0,148500€
368,101342,0,0,0.5784,0.0,0,0,0.0103,0,0,360000€
369,101344,0,0,,,1,0,,0,0,450000€
370,101349,0,0,,,0,0,,0,0,1125000€
371,101358,0,0,,,0,0,,0,0,585000€
372,101359,0,0,0.6668,0.0077,0,0,0.0385,0,0,180000€
373,101361,0,1,,,1,0,,0,0,135000€
374,101370,0,0,,,0,1,,0,0,900000€
375,101375,0,1,0.8844,0.132,0,0,0.0898,0,0,738000€
376,101376,0,0,,,0,0,,0,0,486000€
377,101384,0,1,,,1,0,,0,0,238500€
378,101389,0,1,0.7756,0.1825,0,0,0.2292,0,0,459000€
379,101391,0,1,,,0,0,,0,0,360000€
380,101402,0,0,,,0,0,,0,0,225000€
381,101403,0,1,,,0,0,,0,0,1116000€
382,101411,0,1,0.6872,0.0161,0,0,0.1018,0,0,180000€
383,101413,0,0,0.7144,0.0394,0,0,0.0804,0,0,225000€
384,101414,0,0,,,0,0,,0,0,477000€
385,101415,0,1,,,0,0,,0,0,585000€
386,101417,0,0,,,0,0,,0,0,247500€
387,101418,0,0,0.7959999999999999,0.0116,0,1,0.0462,0,0,450000€
388,101419,0,0,,,0,0,,0,0,351000€
389,101430,0,0,,,0,0,,0,0,675000€
390,101432,0,0,,,0,0,,0,0,562500€
391,101433,0,0,0.8096,0.0,0,0,0.077,0,0,751500€
392,101438,0,1,0.5920000000000001,0.0085,0,0,0.0359,0,0,360000€
393,101441,0,0,,,0,1,,0,0,225000€
394,101445,0,0,0.83,0.0,1,0,0.0299,0,0,234000€
395,101452,0,1,0.8232,0.0132,0,0,0.0616,0,0,229500€
396,101453,0,0,,,1,0,,0,0,450000€
397,101456,0,1,,,0,0,,0,0,382500€
398,101461,0,1,0.7212,0.0,0,0,0.4224,0,0,661500€
399,101462,0,1,,,0,0,,0,0,180000€
400,101471,0,0,0.7959999999999999,,0,0,,0,0,675000€
401,101473,0,1,,,0,0,,0,0,454500€
402,101474,0,0,,,1,0,,0,0,405000€
403,101476,0,0,0.83,0.0033,0,0,0.0231,0,0,454500€
404,101479,0,0,,,0,0,,0,0,1125000€
405,101480,0,0,,,1,0,,0,0,468000€
406,101481,0,0,0.8164,0.0094,1,0,0.0504,0,0,675000€
407,101486,0,0,,,1,1,,0,0,225000€
408,101491,0,0,0.7076,0.0314,0,0,0.0735,0,0,270000€
409,101492,0,0,,,0,1,,0,0,229500€
410,101500,0,0,0.83,0.053,0,0,0.2155,0,0,679500€
411,101501,0,0,0.762,0.0177,0,0,0.1018,0,0,301500€
412,101502,0,0,,,0,0,,0,0,1350000€
413,101509,0,1,0.6804,0.0261,0,0,0.0599,0,0,225000€
414,101510,0,1,,,0,0,,0,0,1080000€
415,101519,0,0,,,0,0,,0,0,454500€
416,101520,0,1,,,0,0,,0,0,445500€
417,101521,0,0,,,0,0,,0,0,900000€
418,101524,0,0,,,0,0,,0,0,553500€
419,101525,0,0,,,0,0,,0,0,900000€
420,101532,0,0,,,1,0,,0,0,135000€
421,101534,0,0,,,0,0,,0,0,360000€
422,101541,0,1,,,0,0,,0,0,1170000€
423,101543,0,1,,,1,0,,0,0,90000€
424,101545,0,1,0.5920000000000001,0.0012,1,0,0.0068,0,0,1156500€
425,101546,0,0,0.762,0.004,0,0,0.1599,0,0,1125000€
426,101549,0,0,,,0,0,,0,0,328500€
427,101554,0,1,,,1,0,,0,0,270000€
428,101557,0,1,,,0,0,,0,0,634500€
429,101558,0,0,0.9728,0.051,0,0,0.124,0,0,972000€
430,101559,0,1,0.6736,0.0407,0,0,0.0838,0,0,675000€
431,101560,0,0,0.6940000000000001,0.0014,0,0,0.0103,0,0,225000€
432,101561,0,0,,,1,0,,0,0,81000€
433,101562,0,0,,,0,0,,0,0,450000€
434,101564,0,1,,,0,0,,0,0,360000€
435,101566,0,1,0.8028,0.0,0,1,0.0496,0,0,1755000€
436,101569,0,0,0.6668,,0,0,0.0684,0,0,454500€
437,101574,0,0,,,0,1,,0,0,450000€
438,101587,0,1,0.6736,0.151,0,0,0.1009,0,0,81000€
439,101590,0,0,,,0,0,,0,0,360000€
440,101591,0,1,0.7959999999999999,,0,0,0.0103,0,0,135000€
441,101593,0,0,,,0,0,,0,0,675000€
442,101594,0,0,0.7348,0.0112,0,0,0.0855,0,0,585000€
443,101595,0,1,0.7688,0.0,0,0,0.0205,0,0,630000€
444,101600,0,0,0.8436,0.0,0,0,0.0684,0,0,1129500€
445,101601,0,0,0.8096,0.0144,0,0,0.0761,0,0,675000€
446,101603,0,1,,,0,0,,0,0,657000€
447,101604,0,0,,,0,0,,0,0,225000€
448,101605,0,0,0.8708,0.0266,0,0,0.1385,0,0,90000€
449,101606,0,1,0.7688,,0,0,0.0026,0,0,225000€
450,101609,0,0,,,1,0,,0,0,247500€
451,101613,0,0,,,0,0,,0,0,463500€
452,101626,0,0,0.7688,0.1265,0,0,0.0633,0,0,630000€
453,101627,0,1,,,1,0,,0,0,675000€
454,101637,0,0,,,0,0,,0,0,666000€
455,101642,0,0,0.7008,0.0947,0,0,0.13,0,0,135000€
456,101647,0,0,0.8912,,0,0,0.2001,0,0,810000€
457,101653,0,0,0.8096,0.0108,1,0,0.0667,0,0,900000€
458,101660,0,0,0.7756,0.0418,0,0,0.0838,0,0,315000€
459,101661,0,1,,,0,0,,0,0,540000€
460,101664,0,0,0.8096,0.0239,0,0,0.1197,0,0,814500€
461,101670,0,0,0.7892,0.0736,0,0,0.2428,0,0,1129500€
462,101690,0,0,0.6668,0.0,0,0,0.0137,0,0,454500€
463,101693,0,1,0.5648,0.0229,0,1,0.0214,0,0,450000€
464,101696,0,1,,,0,0,,0,0,900000€
465,101705,0,0,,,1,0,,0,0,270000€
466,101706,0,1,,,0,0,,0,0,1800000€
467,101707,0,0,,0.013999999999999999,0,0,0.077,0,0,225000€
468,101708,0,0,0.7688,0.0221,0,0,0.0103,0,0,270000€
469,101710,0,0,,,1,0,,0,0,225000€
470,101713,0,0,0.9864,0.1444,0,0,0.242,0,0,697500€
471,101718,0,1,,,0,0,,0,0,1125000€
472,101722,0,0,,,0,0,,0,0,450000€
473,101730,0,0,0.8028,0.0026,0,0,0.0197,0,0,450000€
474,101731,0,0,0.9796,,0,0,,0,0,315000€
475,101735,0,1,,,0,1,,0,0,450000€
476,101737,0,0,,,0,0,,0,0,675000€
477,101738,0,0,0.8028,0.0126,0,0,0.3608,0,0,454500€
478,101740,0,1,,,0,0,,0,0,225000€
479,101741,0,0,,,0,0,,0,0,675000€
